type	latitude	longitude	altitude (m)	scale	sym	name	desc	ge_hotspot	kml_folder
W	-53.658747548	121.021260711		1.1	http://maps.google.com/mapfiles/kml/pushpin/ylw-pushpin.png	Untitled Placemark		20,2	

type	latitude	longitude	altitude (m)	scale	sym	name	desc	ge_hotspot	kml_folder
T	33.745440507	73.132681156	622.1						
T	33.745431681	73.132680438	622.1						
T	33.745426400	73.132676897	622.0						
T	33.745417604	73.132676185	622.0						
T	33.745410584	73.132672955	621.9						
T	33.745405334	73.132664992	621.8						
T	33.745398337	73.132659559	621.7						
T	33.745391355	73.132656276	621.7						
T	33.745382643	73.132653283	621.6						
T	33.745377419	73.132654155	621.6						
T	33.745370464	73.132655316	621.6						
T	33.745363518	73.132658693	621.5						
T	33.745361772	73.132667848	621.5						
T	33.745361757	73.132678929	621.6						
T	33.745361742	73.132690006	621.6						
T	33.745365195	73.132700522	621.7						
T	33.745365185	73.132707168	621.7						
T	33.745366908	73.132715751	621.7						
T	33.745368631	73.132724302	621.8						
T	33.745368639	73.132732975	621.8						
T	33.745368651	73.132745950	621.9						
T	33.745368661	73.132756763	621.9						
T	33.745368671	73.132767579	621.9						
T	33.745368685	73.132782723	622.0						
T	33.745370429	73.132791114	622.0						
T	33.745370439	73.132801936	622.0						
T	33.745372185	73.132810335	622.0						
T	33.745372231	73.132820816	622.0						
T	33.745374017	73.132831047	622.0						
T	33.745374066	73.132841536	622.0						
T	33.745375855	73.132851788	622.0						
T	33.745375884	73.132858091	622.0						
T	33.745375933	73.132868601	621.9						
T	33.745375963	73.132874911	621.9						
T	33.745376012	73.132885434	621.9						
T	33.745376028	73.132891861	621.9						
T	33.745381273	73.132897633	622.0						
T	33.745383075	73.132907904	622.0						
T	33.745384855	73.132913992	622.0						
T	33.745388394	73.132921983	622.0						
T	33.745390203	73.132932286	622.0						
T	33.745393737	73.132938196	622.0						
T	33.745395538	73.132946415	622.0						
T	33.745395604	73.132956945	622.0						
T	33.745397392	73.132963092	622.0						
T	33.745397455	73.132975858	622.0						
T	33.745397484	73.132988878	622.0						
T	33.745397478	73.132999934	621.9						
T	33.745397471	73.133011001	621.9						
T	33.745397463	73.133022072	621.9						
T	33.745397455	73.133033142	621.9						
T	33.745397445	73.133046424	621.9						
T	33.745395684	73.133051064	621.9						
T	33.745395674	73.133064342	621.8						
T	33.745393912	73.133073401	621.8						
T	33.745393900	73.133088885	621.7						
T	33.745393891	73.133102154	621.7						
T	33.745392128	73.133113411	621.6						
T	33.745392119	73.133124465	621.6						
T	33.745388602	73.133138117	621.5						
T	33.745388592	73.133153582	621.4						
T	33.745388584	73.133166826	621.4						
T	33.745386829	73.133178020	621.3						
T	33.745386828	73.133182427	621.3						
T	33.745386825	73.133191242	621.3						
T	33.745383322	73.133204798	621.2						
T	33.745383318	73.133215812	621.2						
T	33.745381566	73.133226987	621.1						
T	33.745379815	73.133238158	621.1						
T	33.745378068	73.133247103	621.0						
T	33.745378069	73.133258080	621.0						
T	33.745374579	73.133269365	620.9						
T	33.745374580	73.133282532	620.9						
T	33.745372837	73.133295849	620.8						
T	33.745372838	73.133311208	620.8						
T	33.745371095	73.133324517	620.7						
T	33.745371096	73.133335486	620.7						
T	33.745371096	73.133344261	620.7						
T	33.745371097	73.133355230	620.8						
T	33.745371098	73.133368393	620.8						
T	33.745371099	73.133377169	620.8						
T	33.745371099	73.133385944	620.9						
T	33.745367614	73.133397175	620.9						
T	33.745364132	73.133406205	620.9						
T	33.745364132	73.133417170	620.9						
T	33.745362391	73.133428263	621.0						
T	33.745362388	73.133439242	621.0						
T	33.745362385	73.133450219	621.0						
T	33.745362383	73.133459001	621.1						
T	33.745362380	73.133469977	621.1						
T	33.745362378	73.133478758	621.1						
T	33.745362375	73.133489733	621.2						
T	33.745362372	73.133500708	621.2						
T	33.745362369	73.133513878	621.3						
T	33.745362366	73.133524852	621.3						
T	33.745362364	73.133533631	621.3						
T	33.745362361	73.133544604	621.4						
T	33.745362358	73.133557771	621.4						
T	33.745362355	73.133570937	621.5						
T	33.745362351	73.133586294	621.5						
T	33.745362349	73.133599453	621.6						
T	33.745362348	73.133606032	621.6						
T	33.745362346	73.133616998	621.6						
T	33.745362344	73.133630156	621.5						
T	33.745364080	73.133638850	621.5						
T	33.745364079	73.133649817	621.5						
T	33.745364077	73.133658590	621.5						
T	33.745365814	73.133671678	621.4						
T	33.745365811	73.133687033	621.4						
T	33.745365809	73.133702387	621.3						
T	33.745365809	73.133704580	621.3						
T	33.745369284	73.133721999	621.3						
T	33.745369282	73.133732969	621.2						
T	33.745369279	73.133746134	621.2						
T	33.745369281	73.133759287	621.1						
T	33.745369288	73.133765849	621.1						
T	33.745371034	73.133776746	621.1						
T	33.745372780	73.133785454	621.1						
T	33.745372783	73.133796417	621.0						
T	33.745372788	73.133811765	621.0						
T	33.745372793	73.133829307	620.9						
T	33.745372795	73.133835886	620.9						
T	33.745372799	73.133846851	620.8						
T	33.745372802	73.133857816	620.8						
T	33.745372805	73.133868782	620.8						
T	33.745372808	73.133877555	620.7						
T	33.745372812	73.133890715	620.7						
T	33.745372814	73.133897296	620.7						
T	33.745372818	73.133910457	620.6						
T	33.745372820	73.133919232	620.6						
T	33.745372833	73.133936774	620.5						
T	33.745372838	73.133941158	620.5						
T	33.745372851	73.133954314	620.4						
T	33.745372865	73.133967472	620.4						
T	33.745372883	73.133985020	620.3						
T	33.745372892	73.133993796	620.3						
T	33.745372901	73.134004768	620.3						
T	33.745371167	73.134011365	620.2						
T	33.745371210	73.134022321	620.2						
T	33.745371244	73.134028895	620.2						
T	33.745371305	73.134039856	620.1						
T	33.745371378	73.134053022	620.1						
T	33.745371415	73.134059610	620.1						
T	33.745371488	73.134072797	620.0						
T	33.745371549	73.134083798	620.0						
T	33.745371610	73.134094809	619.9						
T	33.745371641	73.134103623	619.9						
T	33.745371661	73.134112439	619.9						
T	33.745373435	73.134125674	619.8						
T	33.745373442	73.134130085	619.8						
T	33.745375213	73.134141125	619.8						
T	33.745375225	73.134147746	619.8						
T	33.745376996	73.134158796	619.7						
T	33.745377011	73.134169835	619.7						
T	33.745377020	73.134176460	619.7						
T	33.745378789	73.134187521	619.7						
T	33.745380560	73.134198589	619.7						
T	33.745384082	73.134205262	619.7						
T	33.745385851	73.134214131	619.7						
T	33.745385868	73.134225193	619.7						
T	33.745387648	73.134236289	619.7						
T	33.745387665	73.134245148	619.7						
T	33.745389447	73.134256257	619.7						
T	33.745389461	73.134262906	619.7						
T	33.745389488	73.134276206	619.6						
T	33.745389507	73.134285078	619.6						
T	33.745389531	73.134296172	619.6						
T	33.745389550	73.134305049	619.6						
T	33.745389574	73.134316149	619.6						
T	33.745389602	73.134329473	619.6						
T	33.745389635	73.134345028	619.5						
T	33.745389654	73.134353918	619.5						
T	33.745389678	73.134365034	619.5						
T	33.745389693	73.134371705	619.5						
T	33.745391482	73.134382884	619.5						
T	33.745391507	73.134394008	619.5						
T	33.745393296	73.134405197	619.5						
T	33.745395082	73.134414166	619.5						
T	33.745396869	73.134423141	619.5						
T	33.745400413	73.134432163	619.5						
T	33.745400420	73.134441054	619.4						
T	33.745400411	73.134449916	619.4						
T	33.745400415	73.134461020	619.4						
T	33.745400425	73.134474358	619.3						
T	33.745400430	73.134481028	619.3						
T	33.745400441	73.134496592	619.2						
T	33.745400446	73.134503263	619.2						
T	33.745400463	73.134516627	619.2						
T	33.745400497	73.134530039	619.1						
T	33.745400508	73.134534511	619.1						
T	33.745398769	73.134543392	619.0						
T	33.745398797	73.134554575	619.0						
T	33.745398831	73.134568001	618.9						
T	33.745395316	73.134578998	618.9						
T	33.745395328	73.134587920	618.8						
T	33.745395348	73.134603529	618.8						
T	33.745395354	73.134614659	618.7						
T	33.745395365	73.134628026	618.7						
T	33.745395377	73.134641395	618.6						
T	33.745395386	73.134652537	618.6						
T	33.745395396	73.134663680	618.5						
T	33.745393639	73.134676939	618.4						
T	33.745393654	73.134690327	618.4						
T	33.745393666	73.134701487	618.3						
T	33.745393687	73.134719345	618.3						
T	33.745393702	73.134732742	618.2						
T	33.745393712	73.134741675	618.1						
T	33.745393724	73.134752842	618.0						
T	33.745393739	73.134766246	617.9						
T	33.745393755	73.134779652	617.8						
T	33.745393762	73.134788591	617.8						
T	33.745393775	73.134799766	617.7						
T	33.745393785	73.134808707	617.6						
T	33.745393800	73.134822122	617.5						
T	33.745393808	73.134828830	617.5						
T	33.745393824	73.134842253	617.4						
T	33.745393839	73.134851221	617.3						
T	33.745393857	73.134862433	617.2						
T	33.745393856	73.134871363	617.2						
T	33.745393868	73.134882535	617.1						
T	33.745393879	73.134898149	617.0						
T	33.745393876	73.134913717	616.9						
T	33.745393873	73.134931503	616.7						
T	33.745393869	73.134953735	616.6						
T	33.745393858	73.134971455	616.5						
T	33.745393848	73.134982523	616.4						
T	33.745393830	73.135002441	616.2						
T	33.745393822	73.135011292	616.2						
T	33.745393809	73.135026771	616.1						
T	33.745393796	73.135040040	616.0						
T	33.745393786	73.135051097	616.0						
T	33.745393778	73.135059940	615.9						
T	33.745393761	73.135073213	615.9						
T	33.745393750	73.135084263	615.8						
T	33.745393738	73.135097501	615.8						
T	33.745393710	73.135112896	615.7						
T	33.745393692	73.135126113	615.6						
T	33.745393679	73.135134900	615.6						
T	33.745393650	73.135152479	615.5						
T	33.745393629	73.135170112	615.4						
T	33.745393611	73.135185537	615.3						
T	33.745393598	73.135196552	615.2						
T	33.745393575	73.135216376	615.1						
T	33.745393562	73.135227386	615.1						
T	33.745393552	73.135236193	615.0						
T	33.745393539	73.135247200	615.0						
T	33.745393521	73.135262608	614.9						
T	33.745393515	73.135267009	614.9						
T	33.745393495	73.135284613	614.8						
T	33.745393476	73.135300016	614.9						
T	33.745393464	73.135308802	614.9						
T	33.745393450	73.135319783	614.9						
T	33.745393430	73.135335163	614.9						
T	33.745393420	73.135343959	614.9						
T	33.745393405	73.135357150	615.0						
T	33.745393417	73.135372746	615.0						
T	33.745393424	73.135383891	615.0						
T	33.745393425	73.135392795	615.0						
T	33.745395197	73.135404185	615.0						
T	33.745395201	73.135413089	615.1						
T	33.745395202	73.135424193	615.1						
T	33.745395202	73.135437507	615.1						
T	33.745395202	73.135453039	615.1						
T	33.745396972	73.135462194	615.1						
T	33.745396972	73.135475523	615.2						
T	33.745396976	73.135486654	615.2						
T	33.745397002	73.135504652	615.2						
T	33.745397030	73.135518225	615.2						
T	33.745397053	73.135529539	615.2						
T	33.745397086	73.135545385	615.3						
T	33.745397100	73.135552178	615.3						
T	33.745397137	73.135568066	615.4						
T	33.745397164	73.135579431	615.4						
T	33.745400750	73.135595971	615.6						
T	33.745402565	73.135607771	615.6						
T	33.745402609	73.135619303	615.7						
T	33.745404418	73.135628813	615.8						
T	33.745404464	73.135640365	615.8						
T	33.745404531	73.135654328	615.9						
T	33.745404588	73.135666001	616.0						
T	33.745404644	73.135677681	616.0						
T	33.745404708	73.135691715	616.1						
T	33.745404754	73.135701082	616.2						
T	33.745404789	73.135708111	616.2						
T	33.745404835	73.135717488	616.3						
T	33.745404918	73.135731651	616.4						
T	33.745405018	73.135743818	616.4						
T	33.745405104	73.135755864	616.5						
T	33.745406949	73.135765738	616.6						
T	33.745407024	73.135777671	616.6						
T	33.745407114	73.135792004	616.7						
T	33.745407189	73.135803961	616.8						
T	33.745407266	73.135815964	616.8						
T	33.745407356	73.135825829	616.9						
T	33.745409253	73.135838472	616.9						
T	33.745411114	73.135850767	616.9						
T	33.745412956	73.135860584	616.9						
T	33.745416609	73.135873171	616.9						
T	33.745418444	73.135880651	616.8						
T	33.745422108	73.135893288	616.8						
T	33.745431163	73.135900046	616.9						
T	33.745436605	73.135903647	616.9						
T	33.745445684	73.135908081	616.9						
T	33.745451161	73.135914067	617.0						
T	33.745456660	73.135922438	617.0						
T	33.745465790	73.135926907	617.0						
T	33.745471270	73.135928166	617.1						
T	33.745480420	73.135930268	617.1						
T	33.745487754	73.135931952	617.2						
T	33.745498782	73.135934485	617.2						
T	33.745511686	73.135937449	617.3						
T	33.745519078	73.135939147	617.4						
T	33.745526484	73.135940848	617.4						
T	33.745533904	73.135942552	617.5						
T	33.745541334	73.135944240	617.5						
T	33.745552475	73.135944316	617.6						
T	33.745561719	73.135939064	617.6						
T	33.745572880	73.135936678	617.7						
T	33.745585915	73.135932247	617.8						
T	33.745593339	73.135926548	617.8						
T	33.745602689	73.135923721	617.8						
T	33.745604509	73.135919216	617.9						
T	33.745595095	73.135917130	617.8						
T	33.745585708	73.135915059	617.8						
T	33.745578155	73.135908526	617.8						
T	33.745566938	73.135906072	617.8						
T	33.745557612	73.135904033	617.8						
T	33.745550168	73.135902405	617.7						
T	33.745537164	73.135899528	617.6						
T	33.745529765	73.135897961	617.6						
T	33.745516837	73.135895164	617.5						
T	33.745503950	73.135892374	617.4						
T	33.745492935	73.135889991	617.3						
T	33.745483779	73.135888009	617.3						
T	33.745474642	73.135886031	617.2						
T	33.745467385	73.135889273	617.2						
T	33.745451016	73.135887987	617.1						
T	33.745432924	73.135890997	616.9						
T	33.745427500	73.135889770	616.9						
T	33.745432924	73.135890997	616.9						
T	33.745442005	73.135897779	617.0						
T	33.745447475	73.135903754	617.0						
T	33.745456592	73.135910567	617.0						
T	33.745462099	73.135918939	617.0						
T	33.745471226	73.135921028	617.1						
T	33.745478543	73.135922702	617.1						
T	33.745487708	73.135924799	617.2						
T	33.745496894	73.135926900	617.2						
T	33.745506101	73.135929007	617.3						
T	33.745513481	73.135930695	617.3						
T	33.745522726	73.135932810	617.4						
T	33.745531980	73.135934853	617.5						
T	33.745543116	73.135937325	617.5						
T	33.745548670	73.135936129	617.6						
T	33.745556120	73.135937804	617.6						
T	33.745565455	73.135939905	617.7						
T	33.745574782	73.135939554	617.7						
T	33.745582222	73.135936323	617.7						
T	33.745589703	73.135935547	617.8						
T	33.745597197	73.135934770	617.8						
T	33.745606635	73.135936933	617.8						
T	33.745614197	73.135936343	617.8						
T	33.745625545	73.135934205	617.9						
T	33.745629237	73.135927649	617.9						
T	33.745636838	73.135927046	618.0						
T	33.745646404	73.135929390	618.0						
T	33.745655934	73.135929151	618.0						
T	33.745663546	73.135928385	618.0						
T	33.745675076	73.135931075	618.1						
T	33.745688450	73.135929092	618.1						
T	33.745701742	73.135921965	618.2						
T	33.745690381	73.135929541	618.1						
T	33.745700050	73.135931791	618.2						
T	33.745711808	73.135939648	618.2						
T	33.745717703	73.135943587	618.2						
T	33.745725557	73.135947989	618.2						
T	33.745733428	73.135952401	618.2						
T	33.745745235	73.135957742	618.2						
T	33.745755027	73.135959966	618.3						
T	33.745772765	73.135968894	618.3						
T	33.745776666	73.135969660	618.3						
T	33.745784609	73.135978704	618.3						
T	33.745792480	73.135982753	618.3						
T	33.745808206	73.135985953	618.4						
T	33.745814110	73.135987129	618.4						
T	33.745825927	73.135989451	618.4						
T	33.745839740	73.135992131	618.4						
T	33.745857598	73.135995723	618.4						
T	33.745861576	73.135996522	618.4						
T	33.745867549	73.135997721	618.4						
T	33.745875524	73.135999322	618.4						
T	33.745887574	73.136001906	618.4						
T	33.745899695	73.136004611	618.4						
T	33.745913859	73.136005329	618.4						
T	33.745928175	73.136006347	618.4						
T	33.745944619	73.136010312	618.4						
T	33.745959022	73.136013686	618.4						
T	33.745973468	73.136017046	618.3						
T	33.745977604	73.136018008	618.3						
T	33.745985900	73.136019960	618.3						
T	33.745996306	73.136022437	618.3						
T	33.746006739	73.136024921	618.3						
T	33.746019266	73.136027842	618.3						
T	33.746029729	73.136030272	618.3						
T	33.746044403	73.136033645	618.3						
T	33.746050722	73.136037543	618.3						
T	33.746061211	73.136039877	618.3						
T	33.746071725	73.136042206	618.2						
T	33.746082264	73.136044541	618.2						
T	33.746099223	73.136053274	618.2						
T	33.746109828	73.136055629	618.2						
T	33.746124718	73.136058936	618.2						
T	33.746128981	73.136059883	618.2						
T	33.746141820	73.136065235	618.2						
T	33.746150384	73.136067139	618.2						
T	33.746161112	73.136069525	618.2						
T	33.746176170	73.136072861	618.2						
T	33.746186940	73.136075212	618.2						
T	33.746197730	73.136077569	618.2						
T	33.746210715	73.136080403	618.1						
T	33.746223788	73.136083351	618.1						
T	33.746236904	73.136086313	618.1						
T	33.746247863	73.136088788	618.1						
T	33.746263253	73.136092263	618.1						
T	33.746272056	73.136094223	618.1						
T	33.746276462	73.136095202	618.1						
T	33.746294130	73.136099129	618.1						
T	33.746305208	73.136101591	618.1						
T	33.746318504	73.136101990	618.1						
T	33.746327392	73.136103931	618.0						
T	33.746340743	73.136106825	618.0						
T	33.746351898	73.136109243	618.0						
T	33.746365222	73.136109461	618.0						
T	33.746380618	73.136104759	618.0						
T	33.746391868	73.136107191	618.0						
T	33.746394061	73.136105050	618.1						
T	33.746405352	73.136107497	618.1						
T	33.746416671	73.136109952	618.2						
T	33.746432407	73.136113134	618.3						
T	33.746448115	73.136113661	618.4						
T	33.746461505	73.136108489	618.5						
T	33.746472820	73.136110738	618.6						
T	33.746490870	73.136109083	618.7						
T	33.746497678	73.136110409	618.8						
T	33.746508928	73.136109887	618.9						
T	33.746522475	73.136109797	619.0						
T	33.746531581	73.136111529	619.0						
T	33.746540704	73.136113265	619.1						
T	33.746549842	73.136115003	619.1						
T	33.746563578	73.136117616	619.2						
T	33.746572648	73.136119200	619.2						
T	33.746583924	73.136121058	619.3						
T	33.746592968	73.136122561	619.4						
T	33.746604292	73.136124443	619.4						
T	33.746615638	73.136126328	619.5						
T	33.746627004	73.136128217	619.5						
T	33.746638392	73.136130109	619.6						
T	33.746647517	73.136131626	619.6						
T	33.746658943	73.136133525	619.7						
T	33.746670390	73.136135427	619.8						
T	33.746686451	73.136138096	619.9						
T	33.746707156	73.136141528	620.0						
T	33.746721091	73.136146546	620.0						
T	33.746728005	73.136147671	620.1						
T	33.746737221	73.136149151	620.1						
T	33.746748959	73.136153880	620.2						
T	33.746763211	73.136156623	620.3						
T	33.746775114	73.136158911	620.3						
T	33.746794462	73.136165523	620.4						
T	33.746808832	73.136168286	620.5						
T	33.746818940	73.136176038	620.5						
T	33.746838458	73.136182713	620.6						
T	33.746850533	73.136185045	620.7						
T	33.746870165	73.136191747	620.8						
T	33.746882798	73.136199991	620.8						
T	33.746892785	73.136204834	620.9						
T	33.746900107	73.136206259	620.9						
T	33.746919724	73.136210124	621.1						
T	33.746934518	73.136213074	621.2						
T	33.746949248	73.136215902	621.3						
T	33.746961553	73.136218264	621.3						
T	33.746978668	73.136221387	621.4						
T	33.746993144	73.136223787	621.4						
T	33.747007924	73.136226519	621.5						
T	33.747025650	73.136230237	621.6						
T	33.747033144	73.136231688	621.6						
T	33.747045985	73.136234501	621.6						
T	33.747059137	73.136237648	621.7						
T	33.747074970	73.136241436	621.8						
T	33.747083772	73.136249723	621.8						
T	33.747093034	73.136261235	621.7						
T	33.747098788	73.136265722	621.8						
T	33.747089944	73.136257394	621.7						
T	33.747088207	73.136244603	621.8						
T	33.747086422	73.136231778	621.9						
T	33.747091696	73.136219838	622.0						
T	33.747102741	73.136212383	622.0						
T	33.747108004	73.136200457	622.1						
T	33.747113884	73.136191924	622.2						
T	33.747122345	73.136183930	622.3						
T	33.747124988	73.136171473	622.4						
T	33.747128934	73.136152814	622.5						
T	33.747130213	73.136143890	622.5						
T	33.747128209	73.136128341	622.6						
T	33.747126264	73.136110213	622.7						
T	33.747125348	73.136098551	622.7						
T	33.747124651	73.136087130	622.8						
T	33.747121265	73.136072419	622.8						
T	33.747125916	73.136064910	622.9						
T	33.747131171	73.136071371	622.9						
T	33.747136896	73.136083671	622.8						
T	33.747140122	73.136095555	622.8						
T	33.747141093	73.136109955	622.7						
T	33.747142689	73.136125034	622.6						
T	33.747144803	73.136140695	622.6						
T	33.747146545	73.136153298	622.5						
T	33.747146981	73.136156453	622.5						
T	33.747145239	73.136143843	622.6						
T	33.747142331	73.136121975	622.7						
T	33.747140847	73.136107018	622.7						
T	33.747140474	73.136101274	622.8						
T	33.747140122	73.136095555	622.8						
T	33.747140847	73.136107018	622.7						
T	33.747142689	73.136125034	622.6						
T	33.747145239	73.136143843	622.6						
T	33.747148997	73.136166691	622.5						
T	33.747152174	73.136183595	622.4						
T	33.747153447	73.136190372	622.4						
T	33.747150266	73.136173446	622.5						
T	33.747145691	73.136162701	622.5						
T	33.747140950	73.136149108	622.5						
T	33.747134064	73.136135487	622.6						
T	33.747126780	73.136137087	622.5						
T	33.747135795	73.136148071	622.5						
T	33.747144943	73.136159205	622.5						
T	33.747152862	73.136173979	622.5						
T	33.747165180	73.136186280	622.5						
T	33.747172393	73.136197623	622.5						
T	33.747181660	73.136206206	622.5						
T	33.747184958	73.136223329	622.4						
T	33.747182278	73.136235877	622.3						
T	33.747176932	73.136247847	622.3						
T	33.747171580	73.136259829	622.2						
T	33.747159066	73.136260401	622.1						
T	33.747141476	73.136246769	622.1						
T	33.747139505	73.136249637	622.1						
T	33.747144659	73.136263910	622.0						
T	33.747146932	73.136277340	622.0						
T	33.747145932	73.136289478	621.9						
T	33.747135286	73.136286986	621.9						
T	33.747119222	73.136283096	621.8						
T	33.747105869	73.136279855	621.7						
T	33.747095214	73.136277269	621.7						
T	33.747084585	73.136274689	621.6						
T	33.747068689	73.136270831	621.6						
T	33.747054296	73.136239569	621.7						
T	33.747048283	73.136213540	621.8						
T	33.747043251	73.136183641	621.9						
T	33.747040394	73.136167016	622.0						
T	33.747030224	73.136125592	622.2						
T	33.747028130	73.136104661	622.3						
T	33.747025160	73.136064273	622.6						
T	33.747024592	73.136053064	622.6						
T	33.747023981	73.136039172	622.7						
T	33.747023435	73.136025357	622.8						
T	33.747022998	73.136014312	622.9						
T	33.747022561	73.136003271	622.9						
T	33.747022125	73.135992237	623.0						
T	33.747021768	73.135978650	623.1						
T	33.747021553	73.135965218	623.2						
T	33.747021309	73.135946477	623.3						
T	33.747021211	73.135938455	623.3						
T	33.747021118	73.135922517	623.4						
T	33.747021109	73.135914586	623.5						
T	33.747021062	73.135901337	623.6						
T	33.747021007	73.135885440	623.7						
T	33.747020996	73.135877509	623.7						
T	33.747021019	73.135861691	623.8						
T	33.747021050	73.135840601	624.0						
T	33.747021062	73.135832691	624.0						
T	33.747021081	73.135819510	624.0						
T	33.747011319	73.135820694	624.0						
T	33.747011292	73.135839133	624.0						
T	33.747011290	73.135849683	623.9						
T	33.747011336	73.135862919	623.8						
T	33.747011382	73.135876156	623.7						
T	33.747011419	73.135886746	623.7						
T	33.747011465	73.135899984	623.6						
T	33.747011486	73.135907920	623.5						
T	33.747011478	73.135921103	623.4						
T	33.747011603	73.135934424	623.4						
T	33.747011764	73.135947784	623.3						
T	33.747011892	73.135958474	623.2						
T	33.747012021	73.135969166	623.1						
T	33.747012356	73.135987998	623.0						
T	33.747012682	73.135996266	623.0						
T	33.747012790	73.135999022	623.0						
T	33.747017184	73.135988738	623.0						
T	33.747016744	73.135964509	623.2						
T	33.747016486	73.135943121	623.3						
T	33.747016421	73.135937775	623.3						
T	33.747016304	73.135913899	623.5						
T	33.747016234	73.135892715	623.6						
T	33.747016160	73.135871527	623.8						
T	33.747016153	73.135850408	623.9						
T	33.747016180	73.135831961	624.0						
T	33.747016215	73.135808242	624.0						
T	33.747016235	73.135795066	624.0						
T	33.747011396	73.135768006	624.1						
T	33.747011423	73.135749565	624.1						
T	33.747011367	73.135725770	624.1						
T	33.747011140	73.135712373	624.1						
T	33.747010822	73.135693621	624.1						
T	33.747010462	73.135666928	624.1						
T	33.747010295	73.135653598	624.2						
T	33.747009732	73.135634651	624.2						
T	33.747008450	73.135609831	624.2						
T	33.747007455	73.135590552	624.2						
T	33.747006247	73.135560593	624.2						
T	33.747005527	73.135538960	624.2						
T	33.747004898	73.135520046	624.2						
T	33.747004448	73.135506544	624.2						
T	33.747003910	73.135490351	624.2						
T	33.747003128	73.135460848	624.2						
T	33.747002998	73.135442367	624.2						
T	33.747003443	73.135429576	624.2						
T	33.747003722	73.135408774	624.2						
T	33.747003666	73.135400852	624.2						
T	33.747003572	73.135387650	624.2						
T	33.747003478	73.135374450	624.2						
T	33.747003328	73.135353332	624.2						
T	33.747003272	73.135345414	624.2						
T	33.747003178	73.135332218	624.2						
T	33.747003085	73.135319023	624.2						
T	33.747007738	73.135306266	624.2						
T	33.747007557	73.135295637	624.2						
T	33.747007388	73.135285017	624.2						
T	33.747007133	73.135269092	624.2						
T	33.747007006	73.135261131	624.3						
T	33.747006794	73.135247865	624.3						
T	33.747006582	73.135234602	624.3						
T	33.747006328	73.135218691	624.3						
T	33.747006201	73.135210737	624.3						
T	33.747005989	73.135197483	624.4						
T	33.747005735	73.135181583	624.4						
T	33.747008022	73.135173855	624.4						
T	33.747010225	73.135160824	624.4						
T	33.747012574	73.135153128	624.5						
T	33.747012347	73.135134622	624.5						
T	33.747012120	73.135116121	624.5						
T	33.747011990	73.135105551	624.5						
T	33.747011795	73.135089700	624.6						
T	33.747011489	73.135079035	624.6						
T	33.747011195	73.135068382	624.6						
T	33.747010936	73.135049884	624.6						
T	33.747010872	73.135041984	624.6						
T	33.747010750	73.135028808	624.7						
T	33.747010650	73.135018268	624.7						
T	33.747010550	73.135007730	624.7						
T	33.747010400	73.134991925	624.8						
T	33.747010300	73.134981389	624.8						
T	33.747010055	73.134962920	625.0						
T	33.747009892	73.134949737	625.1						
T	33.747009842	73.134941851	625.1						
T	33.747009742	73.134926081	625.2						
T	33.747009692	73.134918196	625.3						
T	33.747009609	73.134905056	625.4						
T	33.747009542	73.134894546	625.5						
T	33.747014255	73.134881716	625.6						
T	33.747014159	73.134871190	625.7						
T	33.747014013	73.134855402	625.8						
T	33.747014008	73.134847538	625.8						
T	33.747014009	73.134831815	626.0						
T	33.747014010	73.134818712	626.1						
T	33.747013860	73.134808169	626.1						
T	33.747013669	73.134794991	626.2						
T	33.747013478	73.134781816	626.3						
T	33.747013250	73.134766011	626.4						
T	33.747013059	73.134752842	626.5						
T	33.747012868	73.134739676	626.6						
T	33.747012640	73.134723881	626.7						
T	33.747012487	73.134713353	626.8						
T	33.747012259	73.134697565	626.9						
T	33.747011992	73.134679150	627.0						
T	33.747009369	73.134665876	627.1						
T	33.747009211	73.134655359	627.1						
T	33.747003924	73.134644520	627.1						
T	33.747003021	73.134628557	627.2						
T	33.747002270	73.134615266	627.3						
T	33.747001335	73.134599323	627.4						
T	33.747001069	73.134588804	627.5						
T	33.747000803	73.134578288	627.5						
T	33.747000471	73.134565148	627.6						
T	33.747000224	73.134549425	627.7						
T	33.747000245	73.134533775	627.8						
T	33.747000269	73.134515515	627.9						
T	33.747000286	73.134502472	628.0						
T	33.747000306	73.134486820	628.1						
T	33.747000313	73.134481603	628.2						
T	33.747000126	73.134463297	628.3						
T	33.746999991	73.134452833	628.3						
T	33.746999823	73.134439755	628.4						
T	33.746999654	73.134426679	628.5						
T	33.746999453	73.134410991	628.5						
T	33.746999251	73.134395307	628.6						
T	33.746999016	73.134377014	628.6						
T	33.746998847	73.134363950	628.7						
T	33.746998780	73.134358725	628.7						
T	33.746998594	73.134345663	628.7						
T	33.746998295	73.134324768	628.8						
T	33.746998220	73.134319545	628.8						
T	33.746998075	73.134311708	628.9						
T	33.746994937	73.134298548	628.9						
T	33.746992053	73.134290638	628.9						
T	33.746994531	73.134290688	628.9						
T	33.747000148	73.134303893	628.9						
T	33.747005565	73.134314486	628.9						
T	33.747005640	73.134319713	628.9						
T	33.747005865	73.134335393	628.8						
T	33.747006015	73.134345849	628.8						
T	33.747006240	73.134361536	628.7						
T	33.747006382	73.134371996	628.7						
T	33.747003970	73.134377155	628.7						
T	33.746998847	73.134363950	628.7						
T	33.746998706	73.134353500	628.7						
T	33.746998557	73.134343050	628.8						
T	33.746995936	73.134332544	628.8						
T	33.746995787	73.134322100	628.8						
